Unit Code,Unit Name,Unit Type,State, Visitors ,YearRaw
CECH,Casar E. Chpvez National Monument,National Monument,CA,"44,875",Total
SAND,Sand Creek Massacre National Historic Site,National Historic Site,CO,"37,313",Total
RIGR,Rio Grande Wild and Scenic River,Wild and Scenic River,TX,"22,754",Total
KEWE,Keweenaw National Historical Park,National Historical Park,MI,"14,612",Total
CHYO,Charles Young Buffalo Soldiers National Monument,National Monument,OH,"14,204",Total
ANIA,Aniakchak National Monument,National Monument,AK,"10,490",Total
ANIA,Aniakchak National Preserve,National Preserve,AK,"10,490",Total
POCH,Port Chicago Naval Magazine National Memorial,National Memorial,CA,"6,349",Total
BEPA,Belmont-Paul Women's Equality National Monument,National Monument,DC,"2,704",Total
HONO,Honouliuli National Monument,National Monument,HI,,Total
MIIN,Minidoka National Historic Site,National Historic Site,WA,,Total
VALL,Valles Caldera National Preserve,Valles Caldera National Preserve,NM,,Total
PULL,Pullman National Monument,National Monument,IL,,Total
GOGA,Golden Gate National Recreation Area,National Recreation Area,CA,"15,638,777",2016
BLRI,Blue Ridge Parkway,Parkway,NC,"15,175,578",2016
GRSM,Great Smoky Mountains National Park,National Park,NC,"11,312,786",2016
GWMP,George Washington Memorial Parkway,National Parkway,VA,"10,323,339",2016
GATE,Gateway National Recreation Area,National Recreation Area,NY,"8,651,770",2016
LINC,Lincoln Memorial,National Memorial,DC,"7,915,934",2016
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"7,175,891",2016
GRCA,Grand Canyon National Park,National Park,AZ,"5,969,811",2016
NATR,Natchez Trace Parkway,Parkway,MS,"5,891,315",2016
VIVE,Vietnam Veterans Memorial,National Memorial,DC,"5,299,713",2016
INDE,Independence National Historical Park,National Historical Park,PA,"5,067,510",2016
YOSE,Yosemite National Park,National Park,CA,"5,028,868",2016
WWII,World War II Memorial,National Memorial,DC,"4,856,532",2016
CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,DC,"4,813,078",2016
CACL,Castle Clinton National Monument,National Monument,NY,"4,812,930",2016
GUIS,Gulf Islands National Seashore,National Seashore,FL,"4,771,309",2016
CACO,Cape Cod National Seashore,National Seashore,MA,"4,692,796",2016
ROMO,Rocky Mountain National Park,National Park,CO,"4,517,585",2016
STLI,Statue Of Liberty National Monument,National Monument,NY,"4,501,547",2016
FRDE,Franklin Delano Roosevelt Memorial,National Memorial,DC,"4,360,502",2016
SAFR,San Francisco Maritime National Historical Park,National Historical Park,CA,"4,334,752",2016
ZION,Zion National Park,National Park,UT,"4,295,127",2016
YELL,Yellowstone National Park,National Park,WY,"4,257,177",2016
KOWA,Korean War Veterans Memorial,National Memorial,DC,"4,084,298",2016
DEWA,Delaware Water Gap National Recreation Area,National Recreation Area,PA,"3,677,744",2016
MLKM,"Martin Luther King, Jr., Memorial",Other Designation,DC,"3,638,208",2016
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"3,414,345",2016
OLYM,Olympic National Park,National Park,WA,"3,390,221",2016
COLO,Colonial National Historical Park,National Historical Park,VA,"3,352,656",2016
ACAD,Acadia National Park,National Park,ME,"3,303,393",2016
GRTE,Grand Teton National Park,National Park,WY,"3,270,076",2016
GLCA,Glen Canyon National Recreation Area,National Recreation Area,UT,"3,239,525",2016
GLAC,Glacier National Park,National Park,MT,"2,946,681",2016
CHAT,Chattahoochee River National Recreation Area,National Recreation Area,GA,"2,736,385",2016
BOST,Boston National Historical Park,National Historical Park,MA,"2,594,495",2016
JOTR,Joshua Tree National Park,National Park,CA,"2,505,286",2016
ROCR,Rock Creek Park,Park,DC,"2,478,735",2016
PORE,Point Reyes National Seashore,National Seashore,CA,"2,438,442",2016
MORU,Mount Rushmore National Memorial,National Memorial,SD,"2,431,231",2016
VAFO,Valley Forge National Historical Park,National Historical Park,PA,"2,428,724",2016
CUVA,Cuyahoga Valley National Park,National Park,OH,"2,423,390",2016
CAHA,Cape Hatteras National Seashore,National Seashore,NC,"2,411,711",2016
BRCA,Bryce Canyon National Park,National Park,UT,"2,365,110",2016
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"2,360,256",2016
ASIS,Assateague Island National Seashore,National Seashore,MD,"2,267,821",2016
FOPO,Fort Point National Historic Site,National Historic Site,CA,"2,264,154",2016
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"1,887,580",2016
VALR,World War II Valor in the Pacific National Monument,National Monument,HI,"1,819,020",2016
BUFF,Buffalo National River,National River,AR,"1,785,359",2016
INDU,Indiana Dunes National Lakeshore,National Lakeshore,IN,"1,698,223",2016
SLBE,Sleeping Bear Dunes National Lakeshore,National Lakeshore,MI,"1,683,553",2016
CHIC,Chickasaw National Recreation Area,National Recreation Area,OK,"1,676,421",2016
CANA,Canaveral National Seashore,National Seashore,FL,"1,629,944",2016
ARCH,Arches National Park,National Park,UT,"1,585,718",2016
HOSP,Hot Springs National Park,National Park,AR,"1,544,300",2016
SAJU,San Juan National Historic Site,National Historic Site,PR,"1,456,553",2016
SHEN,Shenandoah National Park,National Park,VA,"1,437,341",2016
JODR,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,WY,"1,411,819",2016
SAAN,San Antonio Missions National Historical Park,National Historical Park,TX,"1,358,911",2016
MORA,Mount Rainier National Park,National Park,WA,"1,356,913",2016
DEVA,Death Valley National Park,National Park,CA,"1,296,283",2016
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"1,271,855",2016
HALE,Haleakala National Park,National Park,HI,"1,263,558",2016
SEQU,Sequoia National Park,National Park,CA,"1,254,688",2016
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"1,253,571",2016
OZAR,Ozark National Scenic Riverways,National Scenic Riverway,MO,"1,241,480",2016
NERI,New River Gorge National River,National River,VA,"1,197,931",2016
AMIS,Amistad National Recreation Area,National Recreation Area,TX,"1,164,530",2016
TIMU,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,FL,"1,148,494",2016
MUWO,Muir Woods National Monument,National Monument,CA,"1,123,121",2016
BICY,Big Cypress National Preserve,National Preserve,FL,"1,102,148",2016
FOVA,Fort Vancouver National Historic Site,National Historic Site,WA,"1,092,031",2016
GETT,Gettysburg National Military Park,National Military Park,PA,"1,091,320",2016
CARE,Capitol Reef National Park,National Park,UT,"1,064,904",2016
ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,VA,"1,057,500",2016
MIMA,Minute Man National Historical Park,National Historical Park,MA,"1,049,414",2016
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"1,027,738",2016
LAMR,Lake Meredith National Recreation Area,National Recreation Area,TX,"1,025,613",2016
BADL,Badlands National Park,National Park,SD,"996,263",2016
CURE,Curecanti National Recreation Area,National Recreation Area,CO,"982,498",2016
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,VA,"969,895",2016
CABR,Cabrillo National Monument,National Monument,CA,"959,145",2016
EVER,Everglades National Park,National Park,FL,"930,907",2016
KLGO,Klondike Gold Rush National Historical Park,National Historical Park,AK,"912,351",2016
SAMO,Santa Monica Mountains National Recreation Area,National Recreation Area,CA,"906,606",2016
ROLA,Ross Lake National Recreation Area,National Recreation Area,WA,"905,418",2016
CEBR,Cedar Breaks National Monument,National Monument,UT,"899,676",2016
FOSU,Fort Sumter National Monument,National Monument,SC,"888,330",2016
WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,CA,"875,565",2016
CASA,Castillo de San Marcos National Monument,National Monument,FL,"854,664",2016
CACH,Canyon de Chelly National Monument,National Monument,AZ,"821,406",2016
SAGU,Saguaro National Park,National Park,AZ,"820,426",2016
CUGA,Cumberland Gap National Historical Park,National Historical Park,KY,"820,387",2016
PIRO,Pictured Rocks National Lakeshore,National Lakeshore,MI,"777,428",2016
CANY,Canyonlands National Park,National Park,UT,"776,218",2016
CRLA,Crater Lake National Park,National Park,OR,"756,344",2016
THRO,Theodore Roosevelt National Park,National Park,ND,"753,880",2016
SACN,Saint Croix National Scenic Riverway,National Scenic Riverway,WI,"708,258",2016
BISO,Big South Fork National River and Recreation Area,National River and Recreation Area,TN,"684,715",2016
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"650,779",2016
PEFO,Petrified Forest National Park,National Park,AZ,"643,274",2016
PAIS,Padre Island National Seashore,National Seashore,TX,"634,012",2016
WICA,Wind Cave National Park,National Park,SD,"617,377",2016
WHHO,White House,Other Designation,DC,"611,207",2016
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"610,987",2016
KICA,Kings Canyon National Park,National Park,CA,"607,479",2016
DENA,Denali National Park,National Park,AK,"587,412",2016
DENA,Denali National Preserve,National Park,AK,"587,412",2016
MACA,Mammoth Cave National Park,National Park,KY,"586,514",2016
MOJA,Mojave National Preserve,National Preserve,CA,"585,635",2016
MEVE,Mesa Verde National Park,National Park,CO,"583,527",2016
FOWA,Fort Washington Park,Other Designation,MD,"560,358",2016
FOMA,Fort Matanzas National Monument,National Monument,FL,"557,810",2016
WHSA,White Sands National Monument,National Monument,NM,"555,793",2016
LOWE,Lowell National Historical Park,National Historical Park,MA,"541,825",2016
REDW,Redwood National Park,National Park,CA,"536,297",2016
LAVO,Lassen Volcanic National Park,National Park,CA,"536,068",2016
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"534,835",2016
GOIS,Governors Island National Monument,National Monument,NY,"522,859",2016
GLBA,Glacier Bay National Park,National Park,AK,"520,171",2016
GLBA,Glacier Bay National Preserve,National Preserve,AK,"520,171",2016
BISC,Biscayne National Park,National Park,FL,"514,709",2016
VICK,Vicksburg National Military Park,National Military Park,LA,"508,914",2016
DETO,Devils Tower National Monument,National Monument,WY,"496,210",2016
WAPA,War in the Pacific National Historical Park,War in the Pacific,GU,"488,988",2016
MALU,"Martin Luther King, Jr., National Historic Site",National Historic Site,GA,"467,715",2016
CAVE,Carlsbad Caverns National Park,National Park,NM,"466,773",2016
LIRI,Little River Canyon National Preserve,National Preserve,AL,"462,700",2016
WRBR,Wright Brothers National Memorial,National Memorial,NC,"458,776",2016
CALO,Cape Lookout National Seashore,National Seashore,NC,"458,000",2016
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"438,420",2016
WOTR,Wolf Trap National Park for the Performing Arts,National Park,VA,"437,513",2016
FIIS,Fire Island National Seashore,National Seashore,NY,"431,303",2016
SHIL,Shiloh National Battlefield,National Battlefield,MS,"421,862",2016
PUHO,Pu'uhonua o Honaunau National Historical Park,National Historical Park,HI,"421,027",2016
BOAF,Boston African American National Historic Site,National Historic Site,MA,"414,170",2016
VIIS,Virgin Islands National Park,National Park,VI,"411,343",2016
MOCA,Montezuma Castle National Monument,National Monument,AZ,"392,168",2016
COLM,Colorado National Monument,National Monument,CO,"391,075",2016
GRSA,Great Sand Dunes National Park,National Park,CO,"388,308",2016
GRSA,Great Sand Dunes National Preserve,National Preserve,CO,"388,308",2016
BIBE,Big Bend National Park,National Park,TX,"388,290",2016
VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,NY,"387,856",2016
FLNI,Flight 93 National Memorial,National Memorial,PA,"385,123",2016
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"371,989",2016
CHIS,Channel Islands National Park,National Park,CA,"364,807",2016
ANTI,Antietam National Battlefield,National Battlefield,MD,"351,911",2016
KEFJ,Kenai Fjords National Park,National Park,AK,"346,534",2016
STRI,Stones River National Battlefield,National Battlefield,TN,"346,213",2016
FOPU,Fort Pulaski National Monument,National Monument,GA,"344,921",2016
PRWI,Prince William Forest Park,Park,VA,"344,435",2016
HAFE,Harpers Ferry National Historical Park,National Historical Park,WV,"335,691",2016
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"332,328",2016
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"321,796",2016
SAJH,San Juan Island National Historical Park,National Historical Park,WA,"316,122",2016
FEHA,Federal Hall National Memorial,National Memorial,NY,"314,531",2016
DINO,Dinosaur National Monument,National Monument,CO,"304,312",2016
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"303,139",2016
FORA,Fort Raleigh National Historic Site,National Historic Site,NC,"292,367",2016
FONE,Fort Necessity National Battlefield,National Battlefield,PA,"290,021",2016
LEWI,Lewis and Clark National Historical Park,National Historical Park,WA,"281,576",2016
UPDE,Upper Delaware Scenic and Recreational River,Scenic and Recreational River,PA,"264,362",2016
KIMO,Kings Mountain National Military Park,National Military Park,SC,"263,357",2016
LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,DC,"260,234",2016
BICA,Bighorn Canyon National Recreation Area,National Recreation Area,WY,"259,485",2016
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"259,343",2016
MISS,Mississippi National River and Recreation Area,National River and Recreation Area,MN,"256,944",2016
CRMO,Craters of the Moon National Monument,National Monument,ID,"255,436",2016
WAMO,Washington Monument,National Memorial,DC,"252,677",2016
MORR,Morristown National Historical Park,National Historical Park,NJ,"252,514",2016
ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,"252,495",2016
VOYA,Voyageurs National Park,National Park,MN,"241,912",2016
NEPE,Nez Perce National Historical Park,National Historical Park,WA,"239,908",2016
LIHO,Lincoln Home National Historic Site,National Historic Site,IL,"239,719",2016
BLCA,Black Canyon of the Gunnison National Park,National Park,CO,"238,018",2016
ORPI,Organ Pipe Cactus National Monument,National Monument,AZ,"234,186",2016
DESO,De Soto National Memorial,National Memorial,FL,"232,463",2016
FOCA,Fort Caroline National Memorial,National Memorial,FL,"232,082",2016
OBRI,Obed Wild and Scenic River,Wild and Scenic River,TN,"231,390",2016
